reviewId,userName,content,score,at
293b6a2c-b6fa-4053-a11e-fe06f8c62f5e,Marie Lean Cruz,Im an avid fan of shein and i can also say that me and my daugther is addicted to it for 4 years until now. but it makes my heart ache because they never attend or fix our problems about lost items not only once twice but almost everytime i pay my orders using my cards... SHEIN PLEASE DO SOMETHING ABOUT THIS I TALK TO COSTUMER SERVICE THEY ONLY MADE PROMISES...,2,02/04/2023 12:05
82bc6e06-55e6-4557-8950-93e271fd55cc,Haifa Traboulsi,It's hasn't been working since like 3 weeks and it states that it's a server problem.. I don't know what the cause is I tried to uninstall and then install it and I lost all of my bag because of that but the issue still exists.,1,20/04/2023 5:38
1b8dfa60-638a-4cbf-802c-0bd454020f4d,Faith Kessler,My order never arrived. The delivery service said its undeliverable and to contact Shein but the problem is they don't have a number to call and their online chat is horrible. I just want a refund,1,22/04/2023 20:22
261e6c26-b9dc-45f8-9351-1d61f55c1b42,IMY,"The reason why I giving 1 star, that i just want to questioning that its the app having a bug cuz lately I been purchasing few clothes and I want to repurchased for my friend the problem its that before I bought the cloth the app doesn't warn me about the danger of chemicals now I repurchased its warning me idk its a bug or you guy don't take thing seriously.",1,25/04/2023 8:49
2fa0105a-d680-4331-9599-f6cd4cd542df,Mira Mira,"Why is you customer service always off knowing fully well that this is an app and your customers will need an agent to assist them and you left us with robot, robot can not solve all problems sometimes we need humans to talk to, now am having issues with my order and the robot is just replying me with nonsense. This is not good, change your policy, you are making the app boring.",1,23/04/2023 0:52
2ea170d5-2a1c-4161-afc5-70cdc51aec51,Miss L.,Great little app stuff Is amazing and if ur not happy customer service is great too one problem though in my orders they have all disappeared and I can't get them back even though I'm waiting on stuff being delivered ?!? one problem would rather keep previous orders but can't see them anywhere 😕,2,15/02/2023 0:23
382ae3c3-cd8e-45df-88f3-a5191f31c701,Evelyn Gaytan,the app it self is perfect have no problems i thought it was good with my first order but thhe second time i orderd a package of over 55 dollers and never got my order and they just took my money i been waiting to see if it maybe ended up just being delaide but it still hasnt arrived i was very disapointed with this and will most likely never order anything from them again if there just trina take our money from us.,1,12/03/2023 3:13
4e95390a-a996-4759-af23-3696667d37de,hend haggag,the order dalayed one week after the estimated time and i didn't recieve it up till now and when i call the customer services there is no answer i can't contact with anyone even the customer service on the app there is a robot answering which has no value and can't solve the problem,1,18/04/2023 2:08
1a1ad38e-2333-4563-8294-f069f7a4e4e3,Georgina Punales,"I love the clothes, but when you have a problem it's umbereble to get anyone. It's a mission to get some one to do so. Customer service is awful. You need to be able to speak with someone without going through typing and questions to say what you need.",2,23/02/2023 19:43
dbdbcfbe-7362-4c10-8e29-ee08e83b9fe6,Salam Kabbani,the coupons in uae is larger then lebanon coupons then the prices is more expensive it's not fair in Lebanon u don't have cash on delivery inspite we need this option too much bcz there is a problems on the banks in the last 4 years when I was in the uae I used to buy from ur application now I'm in Lebanon I can't buy u disappointed me,1,20/02/2023 2:21
9405eb50-87d3-429d-9a17-aea7ed9d954b,Kelly Sesco,"Shein doesn't even earn 1 star but I have to put something out here to warn everyone. Their customer service doesn't exist, it's all bots. If you have a problem, you won't receive help. An example of the stupidity of this app, if you enter your email address & it's saved wrong, you can't correct it. Your order will stall bcuz you cant confirm the email they send to the wrong address. They'll tell you to cancel ur acct but they request you enter a code that they will send..to ur WRONG email!!!",1,21/01/2023 23:41
005eaef8-ac83-4ee5-96ee-4aa082228334,May Tshifularo,I absolutely love Shein. The app is easy to navigate. Shein must give the customer the opportunity to choose which logistics company we want. Buffalo logistics is a nightmare. My parcel arrived in South Africa after 3 days but has been kept by Buffalo logistics in their warehouse for weeks even though I paid tax. They claim that I don't stay at my address but I stay there. I have ordered 4 times from Shein using the same address and never had a problem. Aramex delivered without a problem.,1,23/12/2022 23:29
f0054940-ecc9-4e23-9b64-ef31507c5465,Chloe-Louise Mason,"My favourite app, I'm a loyal customer, however I just tried to open the app several times and it won't open anymore. I uninstalled and reinstalled and still nothing. Any help/advice would be appreciated. Can't wait to get back to it I've changed my rating from 5 stars to 1 because I still can't get it to work, I've emailed and heard nothing back. I won't give up but I'm not changing my review until it works again. Not sure if anyone else has this problem",1,27/12/2022 21:10
ea67b925-191a-4a7c-aaa0-2bcee8e93ee7,Tanya Spellman,"I ordered some items from you and to date I have not received them, and the worst of it all you give no way for anyone to call to actually speak with someone when a problem arise, I'm very dissatisfied and I just found out today that my items have been returned to sender, you care enough to take my and anyone elses money care enough to contact me to resolve this issue, I do not want my items sent to the address I gave you I would like to change the address please",1,12/04/2023 20:14
215fdfe5-8e45-44d4-bd1a-92239ab5b072,Abi Kennedy,"I am giving it a 1 star, because I ordered a gift card worth $300!! They have you send it to your email and I was missing some numbers in my email address and I realized as I hit submit. After that the page quickly disappeared and there was no way to fix it. They have no customer service number, and online they are no help at all. I have disputed the problem with my bank, but this is rediclous. They are completely unprofesional, and after this they lost a loyal customer.",1,12/12/2022 11:09
29bd5d0e-2de4-4c84-bcb5-a2a9a253be60,Sandra Ann,"I have never had a problem with ordering from Shein until my recent order in January. I didn't get my complete order, and I made the mistake or sending the text that I had. I have been trying to contact Customer Service to correct it, but I've been having some difficulty.",2,03/02/2023 15:37
3491416e-3ebb-45c6-ab45-4335f60496a9,Majl H,"Terrible customer service! In the beggining it was everything good, but lately on two orders I made they didn't send me one item on each of them, I submited a ticket and they marked the problem as solved even tho there isn't a real solved answer to the problem. Turning into thiefs slowly but surely!",1,25/12/2022 12:03
7827286f-305d-449d-a1f4-f657d18b1ae4,المتيم سبيل,"Shein has worst customer service they didn't response my complaint in app nor in email This my third time ordering from them but my first time facing the delay problem on my order , my package stuck at transit for 12 days , however my package are delayed from estimated delivery more then week And i guess this is my last time ordering from them, and I will not recommended to anyone.",1,04/04/2023 12:21
25707e59-1e38-4656-8920-08c561b52335,Nzinga “Queen Nzinga” Queen,"It really isn't fair when I make an order, you split the order, alert me to collect x1 parcel but the 2nd parcel goes missing/& or I get an alert to say there's a problem with the delivery address. Really? How did the delivery driver find the address before? I have not collected my full order from you but you are showing me that it has been collected. Please reimburse my account ASAP, as there is no way to contact anyone. I sent an email in English & the reply is responded to in Chinese",1,04/02/2023 15:24
8afde080-02dc-429c-85c9-84ac24a75b49,Merily,Had no problem ordering or paying(satisfied with items I DID receive).they were glad for that However I didn't receive all of my order and it has been 6 months and I have tried everything to contact them and couldn't even reach their cs even through email.Yet I'm bombarded by no less than 5+ text/emails per day with sale updates.I would like to make more purchases but if I'm gonna spend my $$$ and not be able to reach them when there is a problem I will shop elsewhere.,1,04/12/2022 12:14
de4ae66a-0d9d-48a3-afd2-8159279da3b0,Brian Bell,"Wouldn't recommend, placed order, shipping problem, won't be ordering any more items off here.",1,27/04/2023 11:06
88368c96-56ae-46fa-a0f4-d6a160ffff55,Ruth Pelota,Usually there is a problem with the server that I cannot open the app. But when it comes to the products I'm always satisfied.,2,16/03/2023 18:22
c37e4f71-3e3a-4120-b725-f790fcd7fe47,Monique Swarts,"The app works really well, and the quality of the clothing is good at affordable prices, the only problem is that SHEIN doesn't take any accountability when it comes to the courier company they chose, horrible customer service from Buffalo Logistics and takes up to weeks for them to get your order to you",1,07/12/2022 14:05
e05913c2-40aa-436d-8389-50b118572c51,Felise D,"I like shop here. But starting from last week my app seems kinda weird. When i open the app it stays loading or get blanks, and when it stop load it says failed. I don't know what happen. But please fix it cause i cannot shop if this problem still occur",1,26/11/2022 15:03
1ea5e29f-d5f6-4e31-a452-b69a033ffb77,Nokhwezi Moike,"I placed an order then Shein hired Buffalo logistics to deliver my parcel, up to date I haven't received my order. And Shein says that's not their problem, and there's nothing they can do. My order was marked delivered but I never received it🚮😭. On top of that they use Buffalo logistics that charger mad prices for delivery",1,14/12/2022 14:07
3f528c3b-908b-4ebb-a51e-e4eb228876d4,Bobo-D Smithe (Dee),I have added things to my bag...but now I am ready to place my order but somehow my visa debit nor credit cards not being accepted. Please fix this problem ASAP.,1,14/04/2023 17:20
b1252dbd-018e-4f99-8bae-317b7eea9d5a,Qondisa Madikizela,"I am having problems with Buffalo delivering my parcel. They say they called, and I didn't answer, so they returned my parcel but they never called. It's been really hard trying to communicate with a shein agent or a Buffalo agent.😠",2,30/03/2023 10:55
b56c3f37-86ce-402f-8000-3d448d088630,reem Alshorbaji almzayek,"Why can't I buy from my personal bank account immediately, except through PayPal or klarna, or via a gredit card. The klarna program is a stupid program. I bought once and withdrew from my bank account twice. Why is there no direct cashing service through the personal bank? Is there a solution to this problem?",1,03/12/2022 17:09
ae970d21-cbe2-4908-baa2-1223db9cf58f,Maria Yadine,I have a problem with the product limited edition I really want some of them but they never come back,2,03/04/2023 13:28
db3cf891-c743-4ff2-8a5a-6081d35f95ca,Pastel L,"Tends to be hit and miss, don't bother with anything under $20. The plus size range is big but completely lacking in options and is mostly conservative dress. (Great if you want abayas). It is super off putting. Other problem is sizing is super iffy and innaccurate. The measurements don't match standard AUS sizes and are smaller by an entire 10cm at least. Super aggravating. App works great though.",2,24/06/2021 16:55
094e1c24-46a8-47b1-91da-0a09dfd702fc,Imane Mezdaoui,"I am not sure what's the problem, however, shein Morocco had doubled or more the prices, especially compared to other countries. They removed the loyalty program for Morocco. The coupons and promo codes are not really interesting... Especially compared to other countries. The delivery takes a lot of time and it s becoming more and more expensive (no free delivery even with high amounts)",1,09/01/2021 12:27
259ac4c4-2e70-485f-895d-95b70b77afec,Eleso Madu,"I think shein have alot of nice things and affordable but the problem now is I returned some items since December and haven't gotten my cash refund I have tried all means but to no avail,I am not happy because the cash is almost 100€ . Please shein contact me I need help thanks",1,24/02/2023 17:37
0acbde8b-831f-4607-b483-f3bfb7858861,Jacelyn Pua,"Robot app, no one there to assist when having refund/ return problems",1,17/02/2023 13:05
77fb29b5-7912-4e40-8718-0a136a3f6938,Monique Jones,Ive only purchased twice... The first my things got lost and now it's delivered but whr 2 God alone knows I've paid tax twice for what.... U guys advertise beautiful things but that's about all... I have the team on whatsapp as well but no1 ever respondeds. What a waist of money and time.. I won't recommend she in to anyone... I'm very disappointed in your service... I've never had this problem with wish they are 1000 times better in terms of service,1,30/11/2022 9:44
9b160d31-3519-4578-b3c4-6084143e11f0,Wanda I. Gayles,"Hi, I became a member, because everyone in my family were telling.me how good Shein was, and good quality and great prices, so I placed a order for the first time, and they decided to break my order in to different packages..I received the FIRST package with no problem what's so ever, and the second package is lost in the limbo, I had received emails after email and more emails, I had call OnTrac who are the people sending me emails, they are holding my package for over 3 weeks .",2,04/12/2022 6:13
1dd53f62-c703-47dc-ab94-c91ebe44d8a0,Zadoo Zaid,The problem for me is that when I order items they deliver perfectly and take money perfectly but when u receive wrong items and u want to return back...the corrier guy who came for pickup the items he will didn't answer your calls and he didn't answer your messages on WhatsApp only he seen your messages and avoid your calls.....This same the Naqel express guy didn't reply me didn't receive calls ...,2,24/11/2022 18:59
44e0ff4f-2824-41b4-ba46-34755806fc31,Kavia Richards,Unable to place my order. I usually didn't have any problems with Shein but I tried to place my order and it's been saying payment rejected and there's money on my card and customer service is never available when you need one.😴🤦🏽‍♀,1,23/01/2023 4:46
533cfeec-ded8-466d-b8a3-0d398ae02072,Natalie Burns,"Ordered clothes. Still not received them, apparently problem finding the location twice. I've ordered from shein before, delivery company was royal mail though, no problem. This time it was Hermes or whatever the new name for them is. Not happy at all!",1,17/11/2022 21:23
0a79a657-c512-435f-96e6-45f38f3a9c03,Global Shooky,Great app but i dont know why the app shein cant load like its loading the pages for such a long time and my Internet is completely fine but its loading the as if theres horrible Internet and unill now i cant see anything nothing so please fix this problem shein because i have an order that will be arriving soon as i ordered my goods not to long ago,1,19/12/2022 19:08
a0d57f1e-0874-498c-9361-0e60f29e560b,Sylvester,"I can't open the apps already 🥲 it's was about two days I try... still can't open the apps. I thought it because the apps haven't updated...but after update, the problem still the same. I don't know why????....",1,23/11/2022 4:46
f1e11ab4-c153-4bf3-84fb-fb2742720020,Frank Du plessis,Getting your products delivered is a problem and takes alot of time. You pay for delivery and after that you pay tax when it comes into the country.,1,05/12/2022 10:59
69125096-4909-4100-b3e8-b4ed568dc8e4,Mitra Senthil,"I've just downloaded the app but when I open it, it says server error please try again later... I wld like you to look into this problem and fix it",1,18/12/2022 9:12
ddccf45c-4db5-4b87-9001-bd8d016d908a,Bella,No problem with ordering and paying for your order. Just be prepared to wait for months to get your order. I have been waiting for 2 months now for my order and still haven't received it.,2,04/01/2023 0:27
8a899755-9677-43fd-822d-2e9bf5b51731,A Google user,"Horrible customer care service. My sister has ordered multiple times from this app but for the first time is facing difficulty for returning an order.. The app gives an hotline number but there is seriously no one who's gonna pick your call and deal with your problem. You will just be getting a robotic sound that's it. If tired to return it through the app it wont let you to select the ""pick up"" option and the only other option left Is ""self-sending"".. Very upset with the app.",1,07/01/2020 12:11
c801cbcd-3470-476b-b88f-4968b183d399,Angelie Dy,I love the app and the fact that shein has a partner courier for returns. Now the only problem is the sizing of other products. There's also a shein mod that has a lot of cute dresses but only offering it to small figures customer. They dont offer those cute dresses to customers who are bigger than size 10. Which is very disappointing & little bit discriminating....you should have more ranges of clothes for people bigger than size 10 if you want more customer.,1,02/03/2023 3:05
1edd6fda-159c-4ad9-942c-aa238de9bc16,Gana Mahmoud,Delivery comes very late very much and this is really a problem that bothers me I hope to speed up the delivery process,1,23/02/2023 21:48
f2420c17-bdf4-48ea-8039-f3b0896b1f13,Salwa Iqtait,"The problem is, the high quality clothes or the high quality items are really really expensive. But when you find an item that is so good, and a little bit cheap, then, I advice you, to RE look at it. Because some people buy the item, they post pics of the item, and when you see it in real life, you won't like it as much as you thought, because it is obviously diffrent, in a bad way. So please, if this site is about introducing cheap things in a wonderful way, then I don't need to waste my money",1,19/06/2022 11:28
9765e31a-63b4-42f5-a09e-240299772b01,Gwenn Tong,"Ok I love this app and I'm a regular shopper, but I've been facing this problem where only a few items show up when I try to search or filter my search. For example I could only scroll through 18 items before I reached the end of the page, when the circle in the corner says there are actually 20859 items. That makes it impossible to shop!",2,17/11/2022 0:25
2ebcff78-23f5-4ab9-941a-7b33aa83504a,Lusinda Erasmus,All my orders was fine till the last one. I still did not get it! Fully paid! It's now more than a month that I'm waiting!!! So disappointed? Support group problem to get hold of. What do I do now?,1,31/12/2022 13:42
cfd51142-2b08-446c-b0cc-a81c1ab9c83c,angel dy,I do like shopping here because the clothes are very affordable. The problem is returning items....they don't provide this service and you have to return it on your own and you will be shouldering the cost. Which is very inconvenient and you will end up paying more for shipping fee than the dress itself. Too much hassle. They should have partners shipping company that offers easy and affordable way to return item.,2,06/12/2020 8:39
063f0265-9475-4b84-8529-3842ed72d521,A Google user,"I've never had more stressful shopping experoence before I used this site.. the problem with shein is with exchange and refund policies. So I brought this product from shein and the size was incorrect, wanted to exchange it but there's no such option given on site, so I put it on return. Then I took effort to get in touch with customer service. Not easy either. And told them I wanna exchange it with the same money. They assured me it would be done. However when the product came I was asked to pay for the product as well as delivery charges. I didn't get any refund amount in my shein wallet... Had it been once I would have considered it a genuine mistake. Before that also I had ordered something and had problem with return. Specially not understanding y do I pay for delivery then return and then re delivery. I've been shopping online ever since online shopping as evolved. Have never had any issues but this site is a complete ""No"". I would never consider shopping again from here...",1,27/11/2018 9:52
23fa8b95-e64a-4052-918e-bc68a397b4aa,Kabelo Jeanet,I got the worst experience. I've been ordering on Shein but i got the worst experience on my last order. I ordered 9 items instead only 6 items were shipped after 2 full months of waiting. The problem started when my parcel got returned and kept going back and forth from one logistics company to another.,1,01/12/2022 21:41
21cefe02-9925-4d70-a095-be8698416141,chanelle webb,"Customer service is a very disappointment. I love the clothes, shoes, and nail supply but if I have a problem and your automatic system can't help I should be able to talk to someone over the phone. Then who cancel a order ticket over the holidays clearly I was busy and couldn't get back to y'all. Y'all love to take money but not give it back or fix the problem. I'm deleting the app today!",1,02/01/2022 20:53
92c7726f-a09b-4a48-b93e-a96041777337,E S,"Great place for clothes, but if you have any problems there's no help with customer service. Just robots.",1,23/01/2023 19:49
a338a701-dce6-4e7c-944e-486bd04f89df,A Google user,Used to be my favorite app for shopping but now there are very less variety of products for man . The delivery is very late . There is also this Problem of a line payment 😑 where u need to do some payment beforehand which is like a problem for me and many other people . This is like the last resort of shopping for me. Hope to see some changes in it 🙂. Thanks...,1,30/11/2019 8:05
62b0f8a8-ad7f-4a5c-b281-beeb0de4276f,Lioness Vee,"The customer service is awful. There is no phone number to reach anybody when there is a problem, and the maximum they will do for you when they are in the wrong, is give you 200 shein points, which is the equivalent of only 2 measly dollars. They don't care about their clientele. Order at your own risk.",1,14/11/2022 2:38
05680435-3a16-4611-8f65-e1146ea001cb,Little One,It's not bad but when you don't receive your stuff they make it so hard to resolve the problem and then block you from buying again,2,09/12/2022 20:54
064085d7-a8ae-42ba-a3c3-b130a73be7b0,Samantha Sherman,"Don't waste your time or money. Items are getting recalled due to health concerns, every package I've ordered has had shipping problems and I'm still fighting to get refunded for a lost package worth several hundred dollars. They will only keep ""investigating"" instead of refunding an order. Very frustrating.",1,16/12/2021 6:01
6c4ca46f-4373-426b-aef1-0c991694c8b3,A Google user,"I withdrew my wallet amount to my original payment account but it's not credited to my account, I submitted issue ticket in this app many times but they didn't take any necessary steps for it. Every time they close the ticket without any problem solving. They didn't have costumer care number to call also. My refund amount is stucked in their account for above 1 month",1,17/11/2018 12:46
cd43114f-3fe6-4a10-bd34-6266fd1dabaf,A Google user,The worst IVR possible for contacting the customer service. Have to press buttons every 30 secs even to stay waiting for the executives. If the wait exceeds 7 mins which is the case most of the time the call gets dropped. Called from different no of different service providers to check if that is because of network issue and found that it is a problem in Shein's system,1,27/01/2020 11:54
cab76925-b936-4037-973f-2c4c5620a5c6,A Google user,I have placed my order and i have been emailing since so long. My amount is paid and the order is stuck at one place from so many days. Such unprofessionalism! Such delay! Very disappointed for the first time with online shopping. I have never faced any problem with online shopping. I ordered from Shein first time and faced the worst experience!,1,16/08/2019 18:22
86fb9dcd-67a3-4fe0-84f9-d7c27543566d,A Google user,"I think that they have a good website and lovely designs, but the quality for the price is not always good...stitching, and fabrics can be a huge problem. For example, I purchased a $40 dress that had very bad quality and a very sheer fabric for which I won't be able to get my money or custom taxes back on top of paying for return",2,28/02/2020 20:08
a870faa9-b370-410f-af04-816a42e3c7b1,Holly Brown,Shein has Never once has managed to deliver me a parcel. Really good looking stuff and so cheap but not very reliable for shipping. I always manage to get a refund its just annoying not having my things arrive. I've checked my address and it's the right address not mistakes or anything. All of my family and friends have had no problem ordering and getting their stuff. I really hope I can find a way to fix this. It would be a shame to have to delete the app and send in a complain to the Ceo,1,03/03/2022 19:27
dc4cc7d0-d72e-46d3-ba62-9142fda99305,Growing and Showing,"Ordered some dresses.. For the 4-5th time but this time I had an issue with it not coming.. That it was ""Undeliverable"" for some dumb reason. Shein customer service pretty much telling me its not their problem and I gotta do their job, contact the place they use to ship, and figure it out myself. A PROFESSIONAL business would've handled the issue instead if passing the issue off on me. Definitely lost a loyal Customer.",2,06/07/2021 22:28
17c144bb-7a9d-4844-99f4-98c3c35723a1,Anaida Perez,I love shopping with Shein but their recovery/problem solving process is horrible! My package somehow got lost and I was asked if I wanted to reorder my items. I said yes because I do understand inprocess shipping is out of their hands. I asked if my order could be expedited at no extra charge due to the inconvenience and they said no. I asked if I could pay the extra fee for express shipping since they were putting in a new order and they said no. Not good customer service in my opinion.,1,17/06/2022 13:10
25ec0d88-043d-41ae-903d-ba04300df877,Elizabeth Bondurant,Really not a good idea... The clothes are a good price but the chances of getting the correct size are really low. I've ordered all different sizes and they fit me differently each time. The app itself has annoying notifications all the time and they do that thing where everything is ON SALE BUT ONLY RIGHT NOW BUY BUY BUY like every three hours. They only ever post my positive product reviews. The prices just aren't low enough to equate for the problems and quality of materials.,1,31/07/2020 20:47
786fa34f-11e6-47d1-a445-fd443d5f48d6,christian o celeste,I had a problem with my orders. They sent me the wrong items. Customer service is not a big help for it. I returned the wrong item plus one of my order is out of stuck so i have to refund the money one of the rep told me no need to pay extra for the shipment for the exchange item but when i messaged them again i have to pay the shipment for a new order of my out of stuck item. What a rip off. Don't install this app.,1,06/05/2021 10:11
de5de3f4-2ad2-4ab9-b7ff-85744c08aa47,Aamirah Fathima,"I bought about 8 items, and even after 2 months, I did not receive my order. And not once did SHEIN try to resolve the problem, though I called them several times, regarding the issue. The call support of SHEIN is pathetic. Extremely disappointed. I asked for refund 3 weeks back, but still did not receive my money yet. Apparently they haven't still started the ""refund"" process. Customers, think twice before buying things from such fraudulent sellers.",1,15/09/2020 18:23
49ac9690-c7bb-40bf-88ff-d1686da8e2c6,A Google user,This app runs so slow! it takes forever to load and scroll I'm waiting over 3 minutes just to see the next item its super annoying.. I don't have this problem with any of my other apps on my phone so there must be something wrong with the Shein app. very disappointing.,1,08/06/2019 2:50
12411e97-b6a1-4cb1-9031-b60e3d18672c,A Google user,"can't imagine such hyped app has such problems. it's 26/07/19 i placed order, since then i received one item in few days and my two more items which i have already paid, the status is showing shipping. when i placed the order it said maximum 14 days, but there is no customer care number in the app. if i don't see any change in the status, i ll have to move to consumer court as i ll not be left with any other option.",1,05/08/2019 12:11
9f2a11bc-3912-4c50-9447-d7deb6a95213,Dineo Mmowa,Fashion is perfect but the app is trash. I've been uninstalling and installing again and again hoping for an improvement. App only goes through once in a while and the rest it just wont work. Keeps saying there's a problem with the connection still trying to fix the problem. Please just upgrade yr app,2,01/06/2021 9:37
ef1ff25e-4289-4abf-82c3-c9653bf73eaa,A Google user,Positive :Collections are good.. Negative: Delivery time is very long and they charge so much for delivery charge.. i couldn't cancel the order once i confirmed.. website have problem.. when i want to confirm the order website got freeze and after sometime i couldn't cancel it.. what i ordered was worth of 1100rs but atlast i have to pay 1300rs.. and they charge extra for cash on delivery.. if they want to compete in india with other online shopping sites they need to take care of all these.,2,30/12/2019 7:01
9ea975f0-4b41-4d84-afb5-1c5e8e1cc2e1,A Google user,Dont buy anything from this ridiculous app. Material is very cheap. Waste of money. Regret shopping here. They took 3 weeks to deliver my order and i was very disappointed after receiving the product. Plus i have to pay for delivery and pick-up even if its shein's problem because cloth is not at all same as shown in the picture hence you people are cheats!,1,04/11/2019 20:09
f29c9fea-b695-48d0-bc39-58c186802c19,A Google user,To be honest i loved this app..it has one of the best collection of clothing n accessories. But after having issues with two of my orders I'm bound to rate it to 1 star. My two orders were automatically cancelled stating in customers request. However i have never made such request. Moreover after i faced this problem from my first account i tried to order something with my second account . But then too same issue occured. I want my package to be delivered to me. Kindly look into this matter. This is my favourite online store I don't wanna lose my package...please help.. THANKING YOU IN ANTICIPATION,1,26/09/2018 21:19
cec9b277-ab73-480a-ab49-af55cb6f663d,Brittney Robinson,"I ordered a few things from the site a couple months ago after a friend recommended it. I loved what I got and planned to get more. Sadly, I can no longer support this business after doing some research on them. Initially, I knew it was fast fashion which, while problematic, is hard to avoid at this point for me as I am a plus size person and have difficulty finding clothes that fit me right that are affordable. I was surprised to learn that Shein was casually selling SWASTIKA necklaces. 👎",1,13/07/2020 22:11
c3fdd53b-2d8d-4dd5-a792-ad5c02126c25,A Google user,"The customer service sucks. I've ordered few products from this app and there was some problem so,I want to exchange the product,but they are asking me to pay in order to exchange or get refund and also I asked them to contact me so,I could explain them,but they ain't.. WORST APP. after providing the details of the product and problem still I've not received any call or solution to my problem. Don't order from this site there are far better sites with better services .",1,21/02/2020 9:50
75374602-ee8d-492a-aa1f-062bf2092f51,Sakira Crawford,"Nice selection of clothes and all. Pretty good deals and discounts, but seriously I've been trying to get in contact with customer service to get a problem resolved since June and it has yet to be resolved. There goes my money lol. Had to give some points for the fact that most of my items actually arrived to me.",2,03/08/2020 5:49
